Date,Timestamp,Predict,Score,Truth,x0,x1,x2,x3,x4,x5,x6
20231112,00-00-03,4,0.906,4,0.01469473633915186,0.010796014219522476,0.016619646921753883,0.012858879752457142,0.9064236283302307,0.024272998794913292,0.014334195293486118
20231112,00-01-04,4,0.899,4,0.01098931860178709,0.014209995977580547,0.01566515490412712,0.012402959167957306,0.898853063583374,0.017843246459960938,0.03003617376089096
20231112,00-02-03,4,0.907,4,0.01367700845003128,0.011400805786252022,0.01601211540400982,0.012296606786549091,0.9070378541946411,0.020715555176138878,0.0188599843531847
20231112,00-03-04,4,0.91,4,0.01356419175863266,0.010617196559906006,0.016364730894565582,0.013656700029969215,0.9102673530578613,0.02250405214726925,0.013025802560150623
20231112,00-04-03,4,0.916,4,0.010411003604531288,0.011580987833440304,0.0145950336009264,0.012668660841882229,0.9162792563438416,0.017947452142834663,0.01651758886873722
20231112,00-05-03,4,0.907,4,0.014338817447423935,0.012773499824106693,0.0165855772793293,0.012178403325378895,0.9066470861434937,0.020222103223204613,0.017254555597901344
20231112,00-06-03,4,0.924,4,0.010769221931695938,0.010067705996334553,0.013820190913975239,0.011544795706868172,0.9239832162857056,0.014589160680770874,0.015225628390908241
20231112,00-07-03,4,0.92,4,0.012865953147411346,0.010844463482499123,0.014781550504267216,0.012014921754598618,0.9201562404632568,0.01491710264235735,0.014419610612094402
20231112,00-08-03,4,0.905,4,0.013167249970138073,0.01198252197355032,0.017479274421930313,0.014695622958242893,0.90544193983078,0.018049249425530434,0.019184192642569542
20231112,00-09-03,4,0.909,4,0.013193625025451183,0.008582668378949165,0.014944556169211864,0.012723269872367382,0.9089382886886597,0.02099127508699894,0.020626289770007133
20231112,00-10-03,4,0.917,4,0.010897240601480007,0.010622277855873108,0.015620260499417782,0.012343634851276875,0.9169827103614807,0.017408384010195732,0.016125457361340523
20231112,00-11-03,4,0.913,4,0.01274828426539898,0.012877925299108028,0.015289698727428913,0.010857236571609974,0.9130824208259583,0.013967256061732769,0.021177226677536964
20231112,00-12-04,4,0.911,4,0.011959751136600971,0.011057955212891102,0.016599586233496666,0.013270534574985504,0.911440908908844,0.022375529631972313,0.013295634649693966
20231112,00-13-03,4,0.908,4,0.011294552125036716,0.013494005426764488,0.016482988372445107,0.013201105408370495,0.9075561761856079,0.019046824425458908,0.018924441188573837
20231112,00-14-04,4,0.903,4,0.012433880940079689,0.011900249868631363,0.01474551111459732,0.011975869536399841,0.9032776951789856,0.01231349352747202,0.03335319459438324
20231112,00-15-03,4,0.916,4,0.01212331186980009,0.011349433101713657,0.0163043811917305,0.012899144552648067,0.9159895777702332,0.01663573458790779,0.01469840481877327
20231112,00-16-04,6,0.875,0,0.05181509256362915,0.012085220776498318,0.015744009986519814,0.012734661810100079,0.012031769379973412,0.02096453495323658,0.8746247291564941
20231112,00-17-03,4,0.866,4,0.01847263239324093,0.010775848291814327,0.017293447628617287,0.01646074652671814,0.866007924079895,0.02747609093785286,0.04351329430937767
20231112,00-18-03,4,0.902,4,0.012160196900367737,0.01210031472146511,0.01683000847697258,0.013209130614995956,0.9023184180259705,0.021041972562670708,0.02234000712633133
20231112,00-19-03,4,0.898,4,0.012730302289128304,0.01138053648173809,0.0180690735578537,0.014386621303856373,0.8982257843017578,0.02836524322628975,0.01684247888624668
20231112,00-20-03,4,0.905,4,0.012288794852793217,0.011174801737070084,0.0158089566975832,0.014031360857188702,0.9051607251167297,0.01481984369456768,0.02671552076935768
20231112,00-21-03,4,0.91,4,0.01137852855026722,0.009662868455052376,0.015854615718126297,0.012387649156153202,0.9102609157562256,0.017667466774582863,0.022788003087043762
20231112,00-22-03,4,0.874,4,0.013133347034454346,0.01507615763694048,0.02093903347849846,0.017947325482964516,0.8744558095932007,0.022599155083298683,0.03584909066557884
20231112,00-23-03,4,0.886,4,0.01350998505949974,0.011901452206075191,0.01887723244726658,0.014602741226553917,0.8858434557914734,0.036620642989873886,0.018644366413354874
